Phoneme	SegmentClass	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	lenis	raisedLarynxEjective	loweredLarynxImplosive	click	Representation
b̤	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.022459499263622975
b̤v̤	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
b̤z̤	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	+,-	-	-	-,+	+	-	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
b̤ʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-,+	+	-	+	-	0	-	-	+	-	+	-	-	-	-	-	-	0.0007363770250368188
b̤ː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0007363770250368188
b̤̥	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-	0.0007363770250368188
b̥	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0033136966126656848
b̥ʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-	0.0003681885125184094
b̥ː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
b̩	consonant	-	+	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
b̪	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	+	+	+	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
b̰	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.008100147275405008
b̻	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	+	0	+	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
b͈	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	+	-	-	-	-	0.0003681885125184094
b͈ː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	+	-	-	-	-	0.0003681885125184094
b͉	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	+	-	-	-	0.0003681885125184094
bβ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
bⁿ	consonant	-	-	-	-	+	-	-	-	-	-	-	-,+	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
c	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.13991163475699558
cn̠	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	+	-	+	-	+,-	+	-	+	-	0	-	-	-,+	-	-	-	-	-	-	-	-	0.0003681885125184094
cç	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.04491899852724595
cçʰ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-	0.01804123711340206
cçʷ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-,+	+	-	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0011045655375552283
cçʷʰ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-,+	+	-	+	-	+	-	+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-	0.0003681885125184094
cçʼ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	+	-	-	+	-	-	0.001840942562592047
cçː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0014727540500736377
cɲ	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-,+	-	-	-	-	-	-	-	-	0.0003681885125184094
cʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-	0.033873343151693665
cʰː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-	0.0003681885125184094
cʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0011045655375552283
cʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.002577319587628866
cʷʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	+	-	+	-	+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-	0.0007363770250368188
cʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	+	-	-	+	-	-	0.009572901325478646
cʼː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	+	-	-	+	-	-	0.0014727540500736377
cˀ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	+	-	-	-	-	-	0.0003681885125184094
cː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0033136966126656848
c̟	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0033136966126656848
c̠	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
c̤	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	+	-	-	-	-	-	-	0.0011045655375552283
c̰	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	+	-	-	-	-	-	0.0007363770250368188
c̻	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
c̻̟	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
d	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.46023564064801176
dl	consonant	-	-	-	-	+	-,+	-,+	-	-,+	-	-	-	-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
dlʷ	consonant	-	-	-	-	+	-,+	-,+	-	-,+	-	-	-	-,+	-,-,+	+	-	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
dn	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
dr	consonant	-	-	-	-	+	-,+	-,+	-	-,+	-	-,+	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0022091310751104565
dx	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+,-	+	-	-	-,+	+	-	-	-	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0007363770250368188
dz	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.10272459499263623
dzʱ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0011045655375552283
dzʲ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0022091310751104565
dzʷ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-,+	+	-	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.001840942562592047
dzʼ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-	0.0003681885125184094
dzː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0029455081001472753
dzˠ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
dz̤	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0007363770250368188
dz̪	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
dz̺	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
dz̻	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
dɮ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0014727540500736377
dɾ	consonant	-	-	-	-	+	-,+	-,+	-	-,+	-,+	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
dʑ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	-,+	-,+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.025036818851251842
dʑʱ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	-,+	-,+	-,+	+	-	+	-	0	-	-	+	-	-,+	-	-	-	-	-	-	0.0003681885125184094
dʑʱː	consonant	-	-	-	-,+	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	-,+	-,+	-,+	+	-	+	-	0	-	-	+	-	-,+	-	-	-	-	-	-	0.0003681885125184094
dʑː	consonant	-	-	-	-,+	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	-,+	-,+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
dʑᶣ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-,-,+	+	-	+	+	-,+	-,+	-,+,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
dʱ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.004050073637702504
dʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.02025036818851252
dʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.007363770250368188
dʷʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	+	+	-	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
dʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-	0.0011045655375552283
dʼkxʼ	consonant	-	-	-	-	+	-	-	-,+	-	-	-	-	-	-	0	0	+,-	+	-	-	-,+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	-	0.0003681885125184094
dˀ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.0007363770250368188
dː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.015463917525773196
dˠ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0011045655375552283
dˤ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.002577319587628866
dˤː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-	0.0014727540500736377
d̙ˤ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	+	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̞	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̟	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̟z̟	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̟ʑ̟	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	-,+	-,+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̟ʒ̟	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̟ːʑ̟	consonant	-	-	-	+,-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	-,+	-,+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̠	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.002577319587628866
d̠z̠ʲ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̠ʒ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.27466863033873345
d̠ʒxʼ	consonant	-	-	-	-	+	-	-,+	+	-	-	-	-	-	-	0	0	+,-	-	+	+	-,+	+	-	-	-	0	-	-	+,-	-	-	-,+	-	-	-,+	-	-	0.0003681885125184094
d̠ʒɾ	consonant	-	-	-	-	+	-,+	-,+	+	-,+	-,+	-	-	-	-	0	0	+	-,+	+,-	+,-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̠ʒʰ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-	0.0003681885125184094
d̠ʒʱ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0014727540500736377
d̠ʒʲ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0029455081001472753
d̠ʒʷ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-,+	+	-	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0066273932253313695
d̠ʒʼ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-	0.0007363770250368188
d̠ʒː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.009941089837997054
d̠ʒˠ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-,+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̠ʒ̤	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.005154639175257732
d̠ʒ̤ː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
d̠ʓ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̠ʓʷ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-,-,+	+	-	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0007363770250368188
d̠ʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̠ːʒ	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̠̤ʒ̤	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0029455081001472753
d̠̰	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-	0.0003681885125184094
d̠͈ʒ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	+	-	-	-	-	0.0003681885125184094
d̠ⁿ	consonant	-	-	-	-	+	-	-	-	-	-	-	-,+	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̤	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.007731958762886598
d̤z	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0011045655375552283
d̤z̤	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.001840942562592047
d̤z̤ː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
d̤ɮ̤	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
d̤ʑ̤	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	-,+	-,+	-,+	+	-	+	-	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
d̤ʒ̤	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0007363770250368188
d̤ʒ̤ː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
d̤̥	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-	0.0007363770250368188
d̥	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.001840942562592047
d̥z̥	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0011045655375552283
d̥z̥ʲ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	-	+	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
d̥ʑ̥	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	-,+	-,+	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0011045655375552283
d̥ʒ̊	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
d̥ʒ̥	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
d̥ʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
d̥ː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	0.0003681885125184094
d̩	consonant	-	+	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̪	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.13807069219440354
d̪l̪	consonant	-	-	-	-	+	-,+	-,+	-	-,+	-	-	-	-,+	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̪n̪	consonant	-	-	-	-	+	-,+	-	-	-	-	-	-,+	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̪x	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+,-	+	+	-	-,+	+	-	-	-	0	-	-	+,-	-	-	-	-	-	-	-	-	0.0003681885125184094
d̪z	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̪z̪	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.010677466863033874
d̪z̪|dz	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	0	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.007363770250368188
d̪z̪ʲ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̪z̪ʲ|dzʲ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	0	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̪z̪ː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̪z̪̤|dz̤	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	0	+	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0003681885125184094
d̪|d	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.033873343151693665
d̪ð	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0011045655375552283
d̪ð̪	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̪ɦ	consonant	-	-	-	-	+,-	-	-,+	-,+	-	-	-	-	-	-	0	0	+,-	+	+	-	-	0	0	0	0	0	-	-	+	-	-,+	-	-	-	-	-	-	0.0003681885125184094
d̪ɮ̪|dɮ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.001840942562592047
d̪ʒ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-	0.0003681885125184094
d̪ʱ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	+	-	-	-	-	-	-	0.0029455081001472753
