Phoneme	SegmentClass	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	lenis	raisedLarynxEjective	loweredLarynxImplosive	click
dⁿ	consonant	-	-	-	-	+	-	-	-	-	-	-	-,+	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
l̠	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
n̠	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
t̠	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ɖⁿ	consonant	-	-	-	-	+	-	-	-	-	-	-	-,+	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɡⁿ	consonant	-	-	-	-	+	-	-	-	-	-	-	-,+	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	-	-	-	-	-
ai	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	+,-	-,+	-	+	-	-	+	-	-	-	0	0	-	-	0
au	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-,+	+,-	-	-,+	+	-	-	+	-	-	-	0	0	-	-	0
bv	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	+	-	+	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
dɮ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
cçʷ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-,+	+	-	+	-	+	-	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
ɲʷ	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-,+	+	-	+	-	+	-	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
t̪|t	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
z̪|z	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	0	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɔi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	-,+	-	-,+	+,-	-,+	-	-	+	-	-	-	0	0	-	-	0
l̪|l	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɬ̪|ɬ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
n̪̥|n̥	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̪s̪|ts	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	0	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
n̠d̠	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɾ̪|ɾ	consonant	-	-	-	-	+	+	+	0	+	+	-	-	-	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɐˤ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	+	-	-	0	-,+	-	+	-	-	-	0	0	-	-	0
ɔˤ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	-	-,+	-	+	-	-	-	0	0	-	-	0
ɪˤ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	-	-,+	-	+	-	-	-	0	0	-	-	0
ʊˤ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	-	-,+	-	+	-	-	-	0	0	-	-	0
s̪ʷ|sʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	+	0	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̪ʼ|tʼ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
ᴅ	consonant	-	-	-	-	+	+	+	0	+	+	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɜi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	-,+	-	-,+	-	-	+	-	-	-	0	0	-	-	0
r̪	consonant	-	-	-	-	+	+	+	0	+	-	+	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɹ̪|ɹ	consonant	-	-	-	-	-	+	+	0	+	-	-	-	-	-	0	0	+	0	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
d̪ʷ|dʷ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	+	+	0	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
qχʷˤ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	-	-	-	+	0	-,+	-	-	-	-	-	-	-	-	-	-
qχʷˤʼ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	-	-	-	+	0	-,+	-	-	-	-	+	-	-	+	-	-
qχʼː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-	-	-	-	-	+	-	-	+	-	-
qχˤ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-,+	-	-	-	-	-	-	-	-	-	-
qχˤʼ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-,+	-	-	-	-	+	-	-	+	-	-
qχˤː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-,+	-	-	-	-	-	-	-	-	-	-
s̪ʷː|sʷː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-,+	+	-	+	+	0	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
s̪ː|sː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	+	+	0	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̪s̪ʷʰ|tsʷʰ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-,+	+	-	+	+	0	+	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-
t̪s̪ʷʼ|tsʷʼ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-,+	+	-	+	+	0	+	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
t̪s̪ʼ|tsʼ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	0	+	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
t̪s̪ʼː|tsʼː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	+	0	+	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
t̪ɬ̪ʰ|tɬʰ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-,+	-	-	-	-	-	-
t̪ɬ̪ʷʰ|tɬʷʰ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-,-,+	+	-	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-,+	-	-	-	-	-	-
t̪ɬ̪ʷʼ|tɬʷʼ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-,-,+	+	-	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-,+	-	-	-,+	-	-
t̪ɬ̪ʼ|tɬʼ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-,+	-	-	-,+	-	-
t̪ʷʰ|tʷʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-,+	+	-	+	+	0	-	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-
t̪ː|tː	consonant	-	-	-	+	+	-	-	-	-	-	-	-	-	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
z̪ʷ|zʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	+	0	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ɬ̪ʷ|ɬʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	+	-,+	+	-	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ɬ̪ʷː|ɬʷː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	+	-,+	+	-	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ɬ̪ː|ɬː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ɮ̪|ɮ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ʁʷˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	-	-	-	+	0	-,+	-	+	-	-	-	-	-	-	-	-
ʁˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-,+	-	+	-	-	-	-	-	-	-	-
ʃʷː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-,+	+	-	+	-	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ʒʷ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	+	-	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
χʷː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	-	-	-	+	0	-	-	-	-	-	-	-	-	-	-	-
χʷˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	-	-	-	+	0	-,+	-	-	-	-	-	-	-	-	-	-
χʷˤː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	-	-	-	+	0	-,+	-	-	-	-	-	-	-	-	-	-
χˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-,+	-	-	-	-	-	-	-	-	-	-
χˤː	consonant	-	-	-	+	+	-	+	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-,+	-	-	-	-	-	-	-	-	-	-
aˤ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-,+	-	+	-	-	-	0	0	-	-	0
iˤ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-,+	-	+	-	-	-	0	0	-	-	0
o̞ˤ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	0	-,+	-	+	-	-	-	0	0	-	-	0
uˤ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-,+	-	+	-	-	-	0	0	-	-	0
ʈʂ͇	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	-	-	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
d̪ˤ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-
s̪ˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-,+	-	-	-	-	-	-	-	-	-	-
t̪ˤ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-	0	0	0	0	0	-,+	-	-	-	-	-	-	-	-	-	-
z̪ˤ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-,+	-	+	-	-	-	-	-	-	-	-
kxʼː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	+	-	-	+	-	-
kxː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
qχː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	0	-	-	-	-	-	-	-	-	-	-	-
t̪s̪ː|tsː	consonant	-	-	-	+	+	-	-	+	-	-	-	-	-	-	0	0	+	+	0	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̪ɬ̪ʼː|tɬʼː	consonant	-	-	-	-,+	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-,+	-	-	-,+	-	-
t̪ɬ̪ː|tɬː	consonant	-	-	-	-,+	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
ʕ̝	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	+	0	+	-	+	-	-	-	-	-	-	-	-
ɤ̟	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	0	+	-	-	+	-	-	-	0	0	-	-	0
d̪z̪	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
t̪s̪ʰ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	-	-	+	-	-	-	-	-	-
t̪s̪ʼ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	-	-	-	+	-	-	+	-	-
ɞ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	-	-	-	-	+	-	-	-	0	0	-	-	0
ɯ͓	vowel	-	+	-	-	-	+	+	+	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	+	+	-	-	+	-	-	-	0	0	-	-	0
kpʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	-
n̠t̠ʃ	consonant	-	-	-	-	+	+,-	-	+	-	-	-	+,-	-	-	0	0	+	-	+	-,+	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-
n̪s̪|ns	consonant	-	-	-	-	+	+,-	-,+	+	-	-	-	+,-	-	-	0	0	+	+	0	-,+	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-
n̪t̪|nt	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	+,-	-	-	-	-	-	-	-	-
ɕ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
ɨ̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	-	0	-	-	+	-	-	-	0	0	-	-	0
R	consonant	-	-	-	-	+	+	+	0	+	0	0	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	0	0	+	-	-	-	-	-	-	-	-
Rʲ	consonant	-	-	-	-	+	+	+	0	+	0	0	-	-	-	0	0	+	+	-	-	-,+	+	-	+	-	0	0	0	+	-	-	-	-	-	-	-	-
ʑ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
ao̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-	+,-	-	-,+	0	-	-	+	-	-	-	0	0	-	-	0
aɛ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+,-	-,+	-	-	-	-	+	-	-	-	0	0	-	-	0
ɑ̃ɔ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-,+	+	-	-	0	0	0	+	-	+,-	-	+	-	-	-	+	-	-	-	0	0	-	-	0
ɛi	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-,+	-	+	-	-,+	-	-	+	-	-	-	0	0	-	-	0
ɛo̞	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-,+	+	-	-	0	0	0	+	-	-	+,-	-,+	-	-	-	+	-	-	-	0	0	-	-	0
ɛ̃ɔ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-,+	+	-	-	0	0	0	+	-	-	+,-	-,+	-	-	-	+	-	-	-	0	0	-	-	0
tɕ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	-,+	-,+	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
a̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	+	-	-	0	-	-	+	-	+	-	0	0	-	-	0
e̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	+	-	-	+	-	+	-	0	0	-	-	0
i̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	+	-	+	-	-	+	-	+	-	0	0	-	-	0
o̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	-	+	+	-	-	+	-	+	-	0	0	-	-	0
ṳ	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	+	-	-	+	+	-	-	+	-	+	-	0	0	-	-	0
ɒ̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	+	-	+	0	-	-	+	-	+	-	0	0	-	-	0
ɛ̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	+	-	-	-	-	+	-	+	-	0	0	-	-	0
ɤ̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	+	-	-	+	-	+	-	0	0	-	-	0
ɯ̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+	-	-	+	+	-	-	+	-	+	-	0	0	-	-	0
ʌ̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	-	-	-	+	-	-	-	+	-	+	-	0	0	-	-	0
d̪ʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
l̪ʲ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	+	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
s̪ʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
t̪s̪	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̪s̪ʲ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	+	+	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
t̪ʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	+	-	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
z̪ʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	+	+	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
kɬ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	-,+	+	-	-	+,-	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
t̪s̪ˀ|tsˀ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-	0	0	+	+	0	+	-	0	0	0	0	0	-	-	-	-	-	+	-	-	-	-	-
t̪ˀ|tˀ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	+	-	-	-	-	-
ɬʟ͓̥	consonant	-	-	-	-	+	-,+	+	+	-,+	-	-	-	+	-	0	0	+,-	+	-	-	-,+	+	-	-	-	0	-	-	-	-	-	-	-	-	-	-	-
d̠	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
R̪̥|R̥	consonant	-	-	-	-	+	+	+	0	+	0	0	-	-	-	0	0	+	+	0	-	-	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-
l̪̥|l̥	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
iə	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	+,-	-	+,-	-	-	+	-	-	-	0	0	-	-	0
i̤ə̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	+,-	-	+,-	-	-	+	-	+	-	0	0	-	-	0
uə	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0
ṳə̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	+,-	+	-	-	0	0	0	+	+,-	-	-	+,-	+,-	-	-	+	-	+	-	0	0	-	-	0
ɯə	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	-	+,-	+,-	-	-	+	-	-	-	0	0	-	-	0
ɯ̤ə̤	vowel	-	+	-	-	-	+	+	0	+	-	-	-	-	-	0	0	-	0	0	0	+	+,-	-	-	+,-	+,-	-	-	+	-	+	-	0	0	-	-	0
ɘ̃	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	-	0	0	-	0	0	0	+	-	-	-	-	+	-	-	+	-	-	-	0	0	-	-	0
kxʷʰ	consonant	-	-	-	-	+	-	-	+	-	-	-	-	-	-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	-
t̪ɬ̪|tɬ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-,+	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
t̪ˠʰ|tˠʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	0	-	-,+	+	-	-	-	0	-	-	-	-	+	-	-	-	-	-	-
n̠̥	consonant	-	-	-	-	+	+	-	0	-	-	-	+	-	-	0	0	+	-	+	-	-	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-
z̪͇|z͇	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
ỹ	vowel	-	+	-	-	-	+	+	0	+	-	-	+	-	+	+	-	-	0	0	0	+	+	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
ø̆	vowel	-	+	+	-	-	+	+	0	+	-	-	-	-	+	+	-	-	0	0	0	+	-	-	+	-	+	-	-	+	-	-	-	0	0	-	-	0
b̰	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	+	-	-	-	0	0	0	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
d̰	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	+	-	-	-	-	-
s̪ʲ|sʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	-	-	0	0	+	+	0	+	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
l̪ʲ|lʲ	consonant	-	-	-	-	+	+	+	0	+	-	-	-	+	-	0	0	+	+	0	-	-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
mbʲ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	+	-	-	-	0	0	0	-,-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
n̪d̪|nd	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	0	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
n̪d̪ʲ|ndʲ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-	0	0	+	+	0	-	-,-,+	+	-	+	-	0	-	-	+	-	-	-	-	-	-	-	-
tɕʰ	consonant	-	-	-	-	+	-	-,+	-,+	-	-	-	-	-	-	0	0	+	+	-,+	-,+	-,+	+	-	+	-	0	-	-	-	-	-,+	-	-	-	-	-	-
t̪ʲ|tʲ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	0	-	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
t̪ʲʰ|tʲʰ	consonant	-	-	-	-	+	-	-	-	-	-	-	-	-	-	0	0	+	+	0	-	-,+	+	-	+	-	0	-	-	-	-	+	-	-	-	-	-	-
ɬ̪ʲ|ɬʲ	consonant	-	-	-	-	+	-	+	+	-	-	-	-	+	-	0	0	+	+	0	-	-,+	+	-	+	-	0	-	-	-	-	-	-	-	-	-	-	-
l̃	consonant	-	-	-	-	+	+	+	0	+	-	-	+	+	-	0	0	+	+	-	-	-	0	0	0	0	0	-	-	+	-	-	-	-	-	-	-	-
r̠̙	consonant	-	-	-	-	+	+	+	0	+	-	+	-	-	-	0	0	+	-	+	-	-	0	0	0	0	0	+	-	+	-	-	-	-	-	-	-	-
ŋkʷ	consonant	-	-	-	-	+	+,-	-	-	-	-	-	+,-	-	-,-,+	+	-	-	0	0	0	+	+	-	-	-	0	-	-	+,-	-	-	-	-	-	-	-	-
